,file,sentences_sample,sentiment_label,sentiment_score
10,NZZ_26.04.2021_Art_1.txt,"Fr die Gegner des Gesetzes ist diese Aussage reine Schnfrberei. Juni angenommen, kommen auch auf private Haushalte Umweltabgaben zu. Die zustzlichen Kosten sollen fr die Bevlkerung verkraftbar sein. Interessenvertreter von Rand- und Bergregionen stimmen allerdings nicht in das SVP-Lamento ein. Randregionen drften sogar vom Gesetz profitieren  auch dank Klimafonds.",NEGATIVE,0.9897403717041016
11,NZZ_28.05.2021_Art_1.txt,"Laut dem Bundesamt fr Umwelt liegt ein erster Ansatz vor, der nun in der Verwaltung genauer geprft werde. Der Bundesrat knnte die Einnahmen aus dem Fonds mglicherweise verwenden, um Lcher zu stopfen. Wenn der Bund zum Beispiel den Kredit fr den Hochwasserschutz erhhen muss, nimmt er das Geld nun aus allgemeinen Mitteln oder aus dem Klimafonds? Neben den CO2-Abgaben bildet sie die wichtigste Einnahmequelle des Fonds. Eine andere auffllige Massnahme betrifft die Senioren, konkret die Wohneigentmer unter ihnen",NEGATIVE,0.9923756718635559
12,NZZ_26.05.2021_Art_2.txt,"Hingegen fhrt die unelastische Reaktion zu einerseits hheren Kosten fr die Haushalte, andererseits zu mehr Einnahmen, die zurckverteilt werden knnen. Die Wirksamkeit hngt massgeblich von den Verhaltensanpassungen der Akteure ab. und Kraftstoffen nicht besonders stark ausfallen drfte oder dass hhere Abgaben notwendig sind, um eine ausgeprgte Reaktion hervorzurufen. Wenn Haushalte nicht auf die Preiserhhungen reagieren (knnen), so tragen die Geringverdiener relativ zu ihrem Einkommen einen grsseren Teil der F",NEGATIVE,0.990014910697937
13,NZZ_17.05.2021_Art_1.txt,"Es brauchte einen Neustart, damit die Parteien ihre Positionen revidieren und ber den eigenen Schatten springen konnten. Es reicht der Nachweis, dass ein Projekt einen Beitrag zum Erreichen der Klimaziele leistet. Der Neustart war ntig
Jetzt, zweieinhalb Jahre spter, hat das Parlament die Lego-Kltze noch einmal zusammengesetzt. Zugleich wird verhindert, dass die Abgaben beim Staat bleiben. Scheitert das Gesetz an der Urne, heisst dies Zurck auf Feld eins.",NEGATIVE,0.9912517666816711
14,NZZ_07.05.2021_Art_2.txt,"Laut dem Bundesamt fr Umwelt (Bafu) beliefen sich die wirtschaftlichen Einbussen im Jahrhundertsommer 2003 auf 500 Millionen Franken. Im gleichen Zeitraum ist die Nullgradgrenze um 300 bis 400 Meter nach oben gewandert. Auffllig sei jedoch, dass sich in den letzten 10 bis 15 Jahren trockene Sommer gehuft htten. Ungewhnlich ist vielmehr, dass die Obstbume wegen der globalen Erwrmung frher zu blhen beginnen. Denn der Permafrost gibt dem Boden Halt.",NEGATIVE,0.9934625625610352
15,TA_28.05.2021.txt,"Juni aussenden. Westschweizer Klimastreikenden ist das zu wenig. Es muss uns bis zur Abstimmung gelingen, diese Begeisterung noch zu entfachen. Darber hinaus geht es aber sehr wohl um Fragen wie jene nach der Verantwortung, welche die Schweiz wahrnehmen muss. Sie knnen mich noch so oft fragen: Ich betreibe keine Selbstzerfleischung.",NEGATIVE,0.9930197596549988
16,NZZ_05.04.2021.txt,"Beim ID.3 hingegen ergibt sich eine dicke Null. Nicht bezifferbar ist zudem der hhere Fahrkomfort des lautlosen Elektroautos, und schwer zu berechnen ist zudem seine geringere Lrmbelastung gegenber dem Benziner. Und beim Direktvergleich der Treibstoffkosten entfallen beim Golf mit 15000 Kilometern Jahresfahrleistung gemss Normverbrauch (6,0 l/100 km) 900 Liter Benzin. Beim gegenwrtigen Durchschnittsstrompreis von 20,5 Rappen pro kWh ergibt dies knapp 600 Franken Stromkosten pro Jahr. Dabei ist aber zu beach",NEGATIVE,0.9941573143005371
17,TA_30.04.2021_Art_2.txt,"Auf dem Land und mit zunehmendem Alter findet das Gesetz eine strkere Zustimmung. Gegner argumentieren, das Gesetz ffne der Willkr Tr und Tor. Das zeigt die erste Umfrage zu den Abstimmungen vom 13. Es gilt das Gleiche wie bei der Trinkwasserinitiative: Linksgrne, Stdter und Frauen sind dafr, bei den Brgerlichen, auf dem Land und unter Mnnern ist man eher dagegen. Pestizide gelten als Gefahr fr die Gesundheit
Die Initiative fr eine Schweiz ohne Pestizide findet sieben Wochen vor dem Abstimmungstermin eine k",NEGATIVE,0.988309383392334
18,TA_12.04.2021_Art_1.txt,"Angefhrt wird das Komitee vom Wirtschaftsdachverband Economiesuisse. Geschehe nichts, wchsen die Kosten fr Klimaschden. Das neue Gesetz arbeite mit Anreizen, orientiere sich an Massnahmen mit Lenkungswirkung und sorge damit fr Investitionen und Arbeitspltze in der Schweiz. Die Wirtschaftsvertreter begrssen insbesondere, dass die Lenkungsabgaben mehrheitlich an die Bevlkerung zurckverteilt werden sollen. Juni stimmt das Schweizer Stimmvolk ber das revidierte CO2-Gesetz ab.",NEGATIVE,0.9931843876838684
19,NZZ_30.04.2021_Art_2.txt,"Ohne Versicherungsschutz kann auch heute noch kein Passagierjet starten, denn im Falle eines Absturzes knnte dies fr eine Fluggesellschaft das Aus bedeuten. Eine Analogie zur Corona-Pandemie besteht darin, dass die Regierung damals eine temporre Stilllegung der Flugzeugflotten anordnete und den angeschlagenen Airlines rasch zu Hilfe eilte. Und mit dem Antrieb der Innovation des Flugzeugbaus ist es ber die Jahre mit grosser Konstanz gelungen, Flge breiten Bevlkerungskreisen zu attraktiven Preisen anzubieten.",NEGATIVE,0.9892876148223877
20,TA_23.04.2021_Art_2.txt,"Juni befindet. Der Schritt aufs Feld der Politik ist umstritten. Applaus erhalten die Forschenden aus jenen Kreisen, die das Gesetz untersttzen. Tages-Anzeiger, 23.04.2021
Wissenschaft mischt sich in politische Debatte ein
CO2-Gesetz Nun mischt sich die Wissenschaft in den Abstimmungskampf ein. Wir haben das Feld zu lange den Lobbyisten berlassen, sagt Reto Knutti, Klimaforscher an der ETH Zrich.",NEGATIVE,0.9831846356391907
21,TA_15.05.2021.txt,"Die Direktorin des Schweizer Wirtschaftsverbandes Economiesuisse, Monika Rhl, sagt es so: Die Schweizer Wirtschaft kann mit Innovationen und effizienten Technologien massgeblich zur Reduktion von Treibhausgasen und damit zur Lsung des Klimaproblems beitragen. Allerdings erfolgt die Erhhung nicht in einem Schritt, sondern sukzessive. Hier steht die Schweiz weniger gut da: Die inlndischen Treibhausgasemissionen sind seit 1990 weniger stark als Pro-Kopf gesunken, nmlich um 14 Prozent. Am hrtesten trifft es rei",NEGATIVE,0.9814210534095764
22,NZZ_14.05.2021_Art_2.txt,"In den peruanischen Anden will man zum Beispiel Kochfen an Tausende Haushalte verteilen. Sie seien fr die nchsten zehn bis zwanzig Jahre ein gutes Instrument. Wie erhlt die Schweiz die Motivation der Partnerlnder aufrecht, ambitise Klimaziele zu verfolgen, wenn man ihnen CO2-Einsparungen abkauft? Erste Abkommen mit Peru und Ghana wurden geschlossen, mit Senegal besteht eine Absichtserklrung. Es msste sich nmlich die Emissionen zurechnen lassen, die die Schweiz reduziert und deren Vermeidung die Schweizer Bi",NEGATIVE,0.9889258742332458
23,NZZ_27.04.2021.txt,"Und dies, obwohl gemss volkswirtschaftlichem Lehrbuch Umweltabgaben die gnstigste Lsung sein knnten: Man schtzt die Umweltkosten, verlangt eine Lenkungsabgabe im Ausmass dieser Kosten, und den Rest regelt der Markt ohne Verschwendung. Ein mglicher Ausgangspunkt fr die Wahl des Diskontsatzes sind die langfristigen Renditen risikoarmer Staatsanleihen (in der Schweiz um 0, global vielleicht etwa 1%). Aus einer traditionellen konomensicht wrde man Lenkungsabgaben als Hauptinstrument sehen und zustzliche Regulie",NEGATIVE,0.9832231402397156
24,TA_09.06.2021.txt,"Es drfte eng werden am 13. Begonnen hat alles vor wenigen Tagen mit Inseraten, in denen FDP-Stadtrat Filippo Leutenegger fr ein Nein wirbt. Zudem wunderte er sich ber die FDP: Als frherer Wortfhrer bei der FDP in Energiefragen achtete ich immer darauf, dass wir unsere liberale Wirtschaftsordnung und Verfassung gegen dirigistische Eingriffe und mehr Steuern verteidigen. Dieses sei teuer, nutzlos, brokratisch, heisst es in den Anzeigen, die auch in dieser Zeitung verffentlicht wurden. Dieses sei eine enorm wi",NEGATIVE,0.9962834715843201
25,TA_06.06.2021.txt,"Nach der Club-Sendung zum Rahmenabkommen ist fr uns der Punkt erreicht, da wir handeln, begrndet Matter den Entscheid gegenber der Zeitung. Auslser war die Tatsache, dass die strkste Partei des Landes an der Debatte um das gescheiterte Rahmenabkommen nicht teilnehmen durfte. Das SRF ist kein Parteimedium - von keiner Partei, so Meier. (17. Je lnger, je mehr habe ich den Eindruck, dass oft auch die persnliche Meinung des Moderators in die Berichterstattung einfliesst.",NEGATIVE,0.995164155960083
26,NZZ_20.04.2021_Art_1.txt,"Wie knnte da die Landwirtschaft, Erst- und Hauptbetroffene der Klimavernderung, abseitsstehen? Albert Rsti, der frhere Prsident der SVP, wirbt gar fr ein buerliches Nein zum CO2-Gesetz. Der SVP-Nationalrat Alois Huber sagt: Junge, innovative Bauern sehen diese Chancen. Das wrmere Klima verlngert die Vegetationszeit. Der buerliche Groll gegen WWF, Pro Natura oder Greenpeace wchst.",NEGATIVE,0.98751300573349
27,TA_19.05.2021_Art_2.txt,"Bis ein neues Gesetz stnde, wrden Jahre vergehen. Entsprechend hart ist der politische Kampf. (Lesen Sie weiter: Simonetta Sommaruga: Bei einem Nein zum CO?-Gesetz gewinnt die Erdlindustrie) 
Doch radikal ist diese Vorlage nicht. Es trifft weder die Bezerinnen und Bezer noch die Landbevlkerung am hrtesten. Dafr drfen sie umgerechnet maximal 12 Rappen pro Liter auf die Autofahrer berwlzen.",NEGATIVE,0.9923364520072937
28,TA_25.05.2021.txt,"ausstossen; die Statistik zhlt 19500 rein elektrische Neuwagen. Wie passt das zusammen? 237000 Neuwagen sind letztes Jahr auf die Strassen der Schweiz und Liechtensteins gekommen, so wenige wie seit der lkrise in den 70er-Jahren nicht mehr. Zugleich ist es aber auch klar weniger, als die Branche vor der Einfhrung der schrferen Klimaziele befrchtet hat; die Rede war von mittleren bis hohen dreistelligen Millionenbetrgen. Juni das CO?-Gesetz gutheissen, wird der Kohlendioxid-Zielwert  analog zu den Vorgaben i",NEGATIVE,0.9891979098320007
29,NZZ_05.06.2021_Art_2.txt,"Dazu braucht es rasch konkrete und sozialvertrgliche Massnahmen. Wie dieser produziert werden soll, ist den Initianten dieses Gesetzes anscheinend egal. Befrworter sehen darin eine gerechte und sozialvertrgliche Antwort auf die Klimakrise. Genau darauf sttzt sich auch das neue CO2-Gesetz, das die FDP im Parlament stark mitgeprgt hat. Motorrad- und Autofahrer sollen animiert werden, auf Elektrofahrzeuge umzusteigen.",NEGATIVE,0.9946574568748474
30,NZZ_07.04.2021.txt,"So hat die Erdllobby das Referendum gegen das Schweizer CO2-Gesetz ergriffen, whrend die Agrarlobby mit der Sistierung der Agrarreform (AP22+) den Stillstand in der Schweizer Landwirtschaftspolitik zementiert. Schdigende Subventionen
Stillstand knnen wir uns jedoch weder in der Klima- noch in der Agrarpolitik leisten, zu teuer kommt uns die Blockade kologisch, sozial und konomisch zu stehen. Im Mobilitts- wie im Energiesektor sind Vernderungen auf der Nachfrage- und der Angebotsseite Treiber des raschen Wan",NEGATIVE,0.9940555095672607
31,NZZ_13.05.2021.txt,"Dort verzgert der Klub mit Einsprachen die Erstellung neuer Velowege  just in der Stadt, wo der TCS von Velofahrern gegrndet wurde. 1994 besassen ber 70 Prozent aller jungen Erwachsenen einen Fhrerausweis, heute sind es nur noch 60 Prozent. Gresch entfernt das berbrckungskabel und schliesst die Motorhaube. Heute versucht er alles, um von diesem Image wegzukommen. Dann verbindet er das berbrckungskabel mit der Steckdose in seinem Fahrzeug.",NEGATIVE,0.9886848330497742
32,NZZ_02.06.2021_Art_2.txt,"Bei 20 Minuten/Tamedia betrug der Ja-Stimmen-Anteil 63 Prozent, 34 Prozent sagten nein, 3 Prozent waren unentschieden. Juni befragte das Forschungsinstitut gfs.bern im Auftrag der SRG zwischen dem 18. und dem 26. 2 Prozent machten keine Angaben. Trotzdem drfte der Trend nicht reichen, um das Resultat noch zu kippen. Peter Klaunzer / Keystone
Fr die beiden Agrar-Initiativen zeigt sich ein handfester Nein-Trend.",NEGATIVE,0.98971027135849
33,NZZ_11.04.2021.txt,pro Liter. Fr den geplanten Klimafonds ist laut Bund in normalen Jahren (ohne Pandemiebremse fr die Luftfahrt) mit jhrlichen Einnahmen durch vorgesehene Umweltabgaben von etwa 1 Mrd. pro Tonne; maximal wren 120 Fr. Die Befrworter in der Wirtschaft scheinen insgesamt mehr Gewicht auf die Waagschale zu bringen. Die Vernderung in den Haltungen erklrt sich nicht nur durch Unterschiede in den beiden Vorlagen.,NEGATIVE,0.9880859851837158
34,NZZ_07.05.2021_Art_3.txt,"Allerdings sind die Verhltnisse, die sich in ihrer ersten Trendumfrage im Auftrag der SRG zeigen, zum Teil derart klar, dass sie doch zu Schlssen fr den Ausgang am 13.Juni verfhren. Dieses Gesetz erlaubt es der Polizei, gegen mutmassliche Gefhrder prventiv vorzugehen, falls es konkrete Anhaltspunkte fr eine terroristische Gefahr gibt. Zudem zeigt sich hier ein deutlicher Stadt-Land-Graben mit einer hohen Zustimmung in der Stadt (65 Prozent) und einer deutlich geringeren auf dem Land (41 Prozent). Im CO2-Ges",NEGATIVE,0.992747962474823
35,NZZ_09.06.2021.txt,"Weder die Berichterstattung zu den Agrarinitiativen noch die zum CO2-Gesetz sei politisch ausgewogen. Jedenfalls dann nicht, wenn die Partei die Idee ebenfalls so bloody serious behandelt wie Thomas Matter. Ob man sie offiziell untersttze, knne man zum heutigen Zeitpunkt jedoch noch nicht sagen. Seit dem Nein zu No Billag sei der Linksdrall bei SRF noch ausgeprgter geworden. Die Vorstellung einer SRG, die sich auf ihre wesentlichen Service-public-Aufgaben beschrnken msste, fnde auch ausserhalb der SVP und d",NEGATIVE,0.9953908920288086
36,TA_28.04.2021.txt,"Zum Beispiel knnen sie auf Solarwrme oder erneuerbare Brennstoffe wie Biogas umsteigen. Dies entspreche dem Standard in 44 Prozent der Bauten. Das ist jener neue Topf, der mit Geldern aus der CO2-Abgabe auf Brennstoffe und der  geplanten  Flugticketabgabe gefllt wird. Auch knnten die Eigentmer ein Contracting mit einem Energiedienstleister abschliessen, sodass sie ihr Haus energetisch modernisieren knnten, ohne dass sie selbst Geld in die Hand nehmen mssten. 87 Franken pro Jahr  und knftig?",NEGATIVE,0.9929699301719666
37,NZZ_07.06.2021_Art_1.txt,"Haben Sie ein Feedback zum Podcast? NZZ-Reporter Michael Schilliger und Flurin Clalna haben mit zahlreichen Klimajugendlichen gesprochen. Enttuscht ber die Grne Partei, die im Parlament aus ihrer Sicht zu grosse Kompromisse eingeht. NZZ, 07.06.2021
PODCAST - Wenn Aktivismus auf Realpolitik trifft: Teile derKlimajugendund die Grnen liegen ber das CO2-Gesetz im Zwist 
Der Klimajugend haben es die Grnen zu verdanken, dass ihr Wahlsieg im Herbst 2019 historisch ausfiel. Alle Episoden von NZZ Akzent finden Sie i",NEGATIVE,0.9874416589736938
38,NZZ_12.06.2021_Art_1.txt,"Der Wirtschaftsdachverband Economiesuisse sieht jedoch keine Notwendigkeit fr einen eigenen Grenzausgleichsmechanismus in der Schweiz, der hohe Kosten fr die Unternehmen bedeuten wrde. Dieser schlgt einen Strafzoll fr Lnder vor, die nicht an bestimmten Klimamassnahmen teilnehmen wollen. Auch auf die Schweiz htte die Massnahme Auswirkungen. Das Emissionshandelssystem (EHS) des US-Gliedstaates Kalifornien gilt bis anhin weltweit als einziger Anwendungsfall fr einen CO2-Grenzausgleichsmechanismus. Den auslndis",NEGATIVE,0.9924913048744202
39,TA_24.04.2021_Art_2.txt,"Das Gesetz ergnze das Instrumentarium der Schweiz in der Terrorismusbekmpfung durch prventive Massnahmen der Polizei. Die Delegierten stimmten mehrheitlich fr das CO2-Gesetz. ij/SDA 
Das Covid-19 Gesetz ist ein Gesetz der Mitte. Praktisch unumstrittenen Zuspruch erhielt das Covid-19-Gesetz. Wir haben es wesentlich geprgt im Parlament und wir werden uns mit voller Kraft bis zur Abstimmung am 13.",NEGATIVE,0.9926884174346924
40,NZZ_21.04.2021.txt,"Betrachtet man die Personen, haben vor allem SVP-Politiker und Grnen-Politikerinnen ber das Coronavirus gesprochen. Mit Abstand am meisten mit dem Thema Corona politisiert haben die Grnen. In den Reden des St. Galler FDP-Nationalrats Marcel Dobler war das Coronavirus noch am ehesten ein Thema. Sie sprach hufig ber das Covid-19-Gesetz; sie setzte sich beispielsweise fr eine Erhhung der Finanzhilfen fr die Schweizer Unternehmen ein und fr eine breitere Auslegung der Hrtefallregel. Die Grnen haben im Parlament",NEGATIVE,0.9939793348312378
41,TA_03.05.2021.txt,"Die Erdllobby hat in der Vergangenheit vor allem in den USA immer wieder versucht, durch Fehlinformation und Verschleierung die Wirkung von CO2 kleiner zu machen, als sie ist. Sicher, da gibt es noch andere wichtige Treibhausgase wie Methan und Lachgas aus der Landwirtschaft und Fluorkohlenwasserstoffe aus der Industrie. Zu weit geht es aber dann, wenn CO2 zum Superdnger wird, welcher der Welt zu unheimlich viel neuem Grn verhilft. Martin Lubli Der Verband Avenergy Suisse, der die Interessen der Importeure ",NEGATIVE,0.9918644428253174
42,NZZ_22.05.2021_Art_1.txt,"Genau das macht mir Sorgen. Wie viel Geld erhalten wir dafr vom neuen CO2-Fonds? Es kann ja nicht sein, dass jeder Kanton, jede Stadt eine eigene Lsung hat. Man knnte es hnlich lsen wie die Schwerverkehrsabgabe, mit der wir gute Erfahrungen gemacht haben. Und die Zeit geht Ihnen aus, denn die CO2-Normen verschrfen sich stetig.",NEGATIVE,0.9898867011070251
43,TA_21.05.2021_Art_2.txt,"Die Prsidentin selber wird via Rundmail einen Appell an alle Parteimitglieder richten. Fr die Fraktion und die Delegierten, die ein Ja empfehlen, wre das eine Desavouierung. Sie war es, die ihrer Partei im Frhling 2019 eine kowende verordnete; dieser ist es zu verdanken, dass das CO2-Gesetz so berhaupt zustande kam. Juni zu einer Diskussion ber die Ausrichtung der Partei fhren wird. Ein Absturz der Vorlage wre, so frchtet Metzinger, nicht nur fr die Partei, sondern auch die demokratische Debatte verhngnisvo",NEGATIVE,0.9944925308227539
44,NZZ_03.05.2021_Art_1.txt,"2020, im ersten Jahr nach Inkrafttreten wurden von 617 lheizungen nur noch 18 mit der gleichen Technik ersetzt. Zudem wollen sich laut Ammann ltere Hausbesitzer oft nicht mehr mit einer aufwendigen Sanierung auseinander setzen. Spannend ist, dass es zu dieser Entwicklung kam, obwohl die kantonalen Vorschriften weniger weit gehen als der im neuen CO2-Gesetz festgelegte nationale Grenzwert. Wenn die Heizung ausfllt, greifen Hauseigentmer beim Ersatz gerne auf die bewhrte l- oder Gasheizung zurck. Ein solcher ",NEGATIVE,0.9744421243667603
45,TA_10.05.2021_Art_1.txt,"Drittens wrden unter dem CO2-Gesetz die Einnahmen aus den Minerallsteuern rasch wegbrechen. Erstens ist die energieautarke Schweiz ein romantischer Traum. Diesen privatwirtschaftlichen Anstzen steht ein missratenes CO2-Gesetz gegenber. Das neue Gesetz verbietet faktisch neue l- und Gas-Heizbrenner und verlangt stattdessen den Einbau von Heizungen mit erneuerbarer Energie, egal, ob dies technisch oder kologisch sinnvoll ist. Die Treibstoffpreise werden ab dem 1.",NEGATIVE,0.9939583539962769
46,NZZ_29.05.2021_Art_1.txt,"Parteien: 
Ja SP, Grne, GLP, EVP 
Nein FDP, SVP, Mitte 
Pestizidfrei-Initiative
Die Volksinitiative will synthetische Pflanzenschutzmittel in der Schweiz verbieten. Ziel ist es, die Treibhausgasemissionen bis 2030 gegenber 1990 zu halbieren. Die Initiative verbietet auch den Import von Lebensmitteln, die mit Pestiziden hergestellt wurden. Die NZZ lehnt die Initiative ab. Parteien: 
Ja SP, Grne, EVP 
Nein FDP, SVP, Mitte 
Stimmfreigabe GLP 
Covid-19-Gesetz
Das bereits in Kraft gesetzte Covid-19-Gesetz erteil",NEGATIVE,0.9862960577011108
47,TA_10.06.2021.txt,"Extrageld fr Ja-Kampagne
Offenbar sei die Abstimmung fr den Dachverband nicht relevant genug, um seine Mittel einzusetzen, sagt Gasser. Economiesuisse untersttzt zwar das CO?-Gesetz, hat sich aber im Abstimmungskampf zurckgehalten. Dabei sei ein tiefer sechsstelliger Betrag zusammengekommen. So sorgt das neue Gesetz fr eine grssere Transparenz bei den Finanzflssen und schafft Anreize fr Gebudesanierungen fr Hauseigentmer. Die Pharma- und Chemiebranche, die ebenfalls fr das CO?-Gesetz eintritt, stellt sich h",NEGATIVE,0.9948803186416626
48,TA_13.05.2021.txt,"Camille Lothe soll reisen, viel und weit. Und wer hufiger fliegt und weiter, hat kaum bloss jenes kleine Budget, von dem Lothe spricht. Schuld sei das CO?-Gesetz, das auf jeden Flug eine neue Steuer von bis zu 120 Franken einfhre. Zwar wird mit dem neuen Gesetz ein Flugticket tatschlich bis zu 120 Franken teurer. Wie leicht das Gift der Desinformation in die Bevlkerung trufeln kann  das zeigt ein Video, mit dem die Erdllobby und ihre Gehilfen am 13.",NEGATIVE,0.9891257286071777
49,NZZ_05.05.2021_Art_1.txt,"Knutti schrieb damals zum Stand der Erwrmung. Es war zugegeben ein naiv-naturwissenschaftliches Verstndnis der Welt. Er blickte in mde Gesichter von Delegierten. Er leitete von der grossen Frage viele Unterfragen ab: Welches Gewicht haben Fakten in der politischen Diskussion? Er betreute Knuttis Doktorarbeit, berredete ihn zur Karriere in der Akademie, spter holte er Knutti in den Weltklimarat IPCC.",NEGATIVE,0.9931772947311401
50,TA_08.04.2021_Art_2.txt,"SDA/fal 
Juso, Junge Mitte, Junge Grne, Junge GLP und Junge EVP haben sich fr ein Ja zum CO2-Gesetz zusammengeschlossen. Hinter das CO2-Gesetz stellt sich eine breite Allianz aus Wirtschaftsverbnden, NGOs und Parteien. Die Kernaussage der Jungparteien lautet: Das CO2-Gesetz ist ein notwendiger Schritt fr eine enkeltaugliche Zukunft, wie es in einer Mitteilung heisst. Sie stellen die Generationengerechtigkeit ins Zentrum ihrer Argumentation. Tages-Anzeiger.ch, 08.04.2021
Umweltschutz als Zukunftsgarant: Fnf ",NEGATIVE,0.9915519952774048
